review,rating,date,bank,source,language,sentiment,sentiment_score,themes
excellent plus,5,2025-08-20,CBE,Google Play,other,POSITIVE,0.9998642206192017,['Other']
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,Google Play,en,NEGATIVE,0.9983863830566406,"['Transaction Issues', 'Customer Support']"
so disappointing :((,1,2025-08-20,CBE,Google Play,other,NEGATIVE,0.9998121857643127,['Other']
what nice app i never usedyet,4,2025-08-20,CBE,Google Play,en,POSITIVE,0.9993265867233276,['Other']
Excellent,5,2025-08-20,CBE,Google Play,other,POSITIVE,0.9998434782028198,['Other']
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play,other,NEGATIVE,0.7793753147125244,['Other']
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play,en,NEGATIVE,0.9711772799491882,"['App Performance', 'User Interface']"
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,Google Play,en,NEGATIVE,0.9694756269454956,"['Transaction Issues', 'Fees & Charges']"
very good🙏🙏,5,2025-08-19,CBE,Google Play,other,POSITIVE,0.8243635296821594,['Other']
I recognized thank you,5,2025-08-19,CBE,Google Play,en,POSITIVE,0.9998434782028198,['Other']
Best feature!!,5,2025-08-19,CBE,Google Play,other,POSITIVE,0.9998444318771362,['Other']
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play,en,NEGATIVE,0.9997368454933167,['Other']
good bank Ethiopian very nic,5,2025-08-18,CBE,Google Play,en,POSITIVE,0.9994763731956482,['Other']
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play,en,POSITIVE,0.9907084703445435,['User Interface']
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play,am,NEGATIVE,0.5342479944229126,['Other']
change mobile banking CBE,5,2025-08-18,CBE,Google Play,other,POSITIVE,0.5821424126625061,['Other']
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play,en,NEGATIVE,0.7523459792137146,"['User Interface', 'Transaction Issues']"
Adisi Deti,5,2025-08-17,CBE,Google Play,other,POSITIVE,0.7580512762069702,['Other']
this app is the good apps,5,2025-08-17,CBE,Google Play,en,POSITIVE,0.999853253364563,['Other']
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,Google Play,en,NEGATIVE,0.9526928067207336,['Transaction Issues']
congra ethio,5,2025-08-15,CBE,Google Play,en,POSITIVE,0.9800975918769836,['Other']
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play,am,POSITIVE,0.39043503999710083,['Other']
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,Google Play,en,NEGATIVE,0.9997748732566833,['Other']
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,Google Play,en,NEGATIVE,0.9974616765975952,['Transaction Issues']
this APK Best for most of people,5,2025-08-13,CBE,Google Play,en,POSITIVE,0.9989105463027954,['Other']
good keep it up,5,2025-08-13,CBE,Google Play,other,POSITIVE,0.9998568296432495,['Other']
very nice app,5,2025-08-12,CBE,Google Play,en,POSITIVE,0.9998562335968018,['Other']
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play,en,NEGATIVE,0.9996015429496765,['Other']
cbe. noor,2,2025-08-12,CBE,Google Play,other,POSITIVE,0.7760328054428101,['Other']
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play,en,NEGATIVE,0.9912410378456116,['Other']
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play,am,POSITIVE,0.39043503999710083,['Other']
this is so good,5,2025-08-11,CBE,Google Play,en,POSITIVE,0.9998397827148438,['Other']
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play,unknown,NEGATIVE,0.6970565915107727,['Other']
Very interesting 🤔,5,2025-08-09,CBE,Google Play,en,POSITIVE,0.9997901320457458,['Other']
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play,en,POSITIVE,0.9997368454933167,['Other']
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,Google Play,en,POSITIVE,0.8364063501358032,['Other']
very bad app,1,2025-08-09,CBE,Google Play,en,NEGATIVE,0.9997768998146057,['Other']
good 👍,5,2025-08-09,CBE,Google Play,other,POSITIVE,0.9998576641082764,['Other']
it is the best transferring AP,5,2025-08-08,CBE,Google Play,en,POSITIVE,0.999705970287323,['Transaction Issues']
it's good but add some more please,3,2025-08-08,CBE,Google Play,en,POSITIVE,0.9998283386230469,['Other']
best servis app,4,2025-08-07,CBE,Google Play,en,POSITIVE,0.9994334578514099,['Other']
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play,en,POSITIVE,0.996921956539154,['Other']
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play,en,NEGATIVE,0.9954419136047363,['User Interface']
Good app,5,2025-08-07,CBE,Google Play,en,POSITIVE,0.9998493194580078,['Other']
"the most disgusting app,",1,2025-08-07,CBE,Google Play,en,NEGATIVE,0.9976406097412109,['Other']
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play,am,POSITIVE,0.45488569140434265,"['App Performance', 'Transaction Issues']"
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play,other,NEGATIVE,0.9917572140693665,['Other']
best one,5,2025-08-05,CBE,Google Play,other,POSITIVE,0.999826967716217,['Other']
awesome,5,2025-08-05,CBE,Google Play,other,POSITIVE,0.9998682737350464,['Other']
so good,5,2025-08-04,CBE,Google Play,other,POSITIVE,0.999841570854187,['Other']
worst experience,1,2025-08-04,CBE,Google Play,en,NEGATIVE,0.9998027682304382,['Other']
The 1st one is CBE,5,2025-08-04,CBE,Google Play,en,POSITIVE,0.9928787350654602,['Other']
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,Google Play,en,NEGATIVE,0.9998061060905457,['App Performance']
CBE,5,2025-08-04,CBE,Google Play,en,POSITIVE,0.9966009855270386,['Other']
Nise,5,2025-08-04,CBE,Google Play,other,NEGATIVE,0.7907950282096863,['Other']
commercial Bank 🏦,5,2025-08-04,CBE,Google Play,en,NEGATIVE,0.7420867085456848,['Other']
goood werk,5,2025-08-03,CBE,Google Play,other,NEGATIVE,0.9963846206665039,['Other']
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,Google Play,en,NEGATIVE,0.9971191883087158,['Transaction Issues']
the best application for ours,5,2025-08-03,CBE,Google Play,en,POSITIVE,0.9998237490653992,['Other']
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,Google Play,en,NEGATIVE,0.9643597602844238,['User Interface']
screenshot problem must be fixed!!,4,2025-08-02,CBE,Google Play,en,NEGATIVE,0.9992378950119019,['User Interface']
it's very nice app,5,2025-08-02,CBE,Google Play,en,POSITIVE,0.9998631477355957,['Other']
Very easy to use,5,2025-08-02,CBE,Google Play,en,POSITIVE,0.9991422891616821,['Other']
best and fast,5,2025-08-02,CBE,Google Play,en,POSITIVE,0.9998563528060913,['App Performance']
The best one ever i've seen.,5,2025-08-01,CBE,Google Play,other,POSITIVE,0.9998631477355957,['Other']
በጣም ጥሩ,5,2025-08-01,CBE,Google Play,am,POSITIVE,0.34280773997306824,['Other']
👍👍👍,5,2025-08-01,CBE,Google Play,unknown,NEGATIVE,0.6970565915107727,['Other']
The sum is good.,5,2025-08-01,CBE,Google Play,en,POSITIVE,0.9998589754104614,['Other']
thank you,5,2025-07-30,CBE,Google Play,en,POSITIVE,0.9998352527618408,['Other']
it is good,5,2025-07-30,CBE,Google Play,other,POSITIVE,0.9998494386672974,['Other']
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,Google Play,en,NEGATIVE,0.9982882142066956,"['Transaction Issues', 'Fees & Charges']"
how updated this app,5,2025-07-30,CBE,Google Play,en,POSITIVE,0.9083653688430786,['Other']
yase,5,2025-07-29,CBE,Google Play,other,POSITIVE,0.9850412011146545,['Other']
"ok ,",5,2025-07-29,CBE,Google Play,other,POSITIVE,0.9997431635856628,['Other']
Time is Gold,5,2025-07-28,CBE,Google Play,en,POSITIVE,0.9994885921478271,['Other']
this app is so amazing a use it every time when I make payments,5,2025-07-27,CBE,Google Play,en,POSITIVE,0.9997534155845642,['Fees & Charges']
Mobeli.bank,5,2025-07-26,CBE,Google Play,other,NEGATIVE,0.9778519868850708,['Other']
thanks CBE,5,2025-07-25,CBE,Google Play,en,POSITIVE,0.999742329120636,['Other']
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25,CBE,Google Play,en,POSITIVE,0.9929429888725281,"['Customer Support', 'Transaction Issues']"
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,Google Play,am,POSITIVE,0.469415545463562,['Other']
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,Google Play,other,NEGATIVE,0.9897240400314331,['Other']
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,Google Play,en,POSITIVE,0.998514711856842,['Customer Support']
Great,5,2025-07-24,CBE,Google Play,en,POSITIVE,0.9998630285263062,['Other']
there is many thing u have to fix.,1,2025-07-24,CBE,Google Play,en,NEGATIVE,0.9872127175331116,['Other']
Excellent App,4,2025-07-24,CBE,Google Play,other,POSITIVE,0.9998356103897095,['Other']
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,Google Play,en,POSITIVE,0.9990789890289307,['Customer Support']
በጣምጥሩ,4,2025-07-21,CBE,Google Play,am,POSITIVE,0.3085778057575226,['Other']
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,Google Play,en,NEGATIVE,0.996132493019104,['Transaction Issues']
full of restrictions,1,2025-07-20,CBE,Google Play,en,NEGATIVE,0.983348548412323,['Other']
The best one,5,2025-07-20,CBE,Google Play,en,POSITIVE,0.9998371601104736,['Other']
nice apps,5,2025-07-20,CBE,Google Play,other,POSITIVE,0.999850869178772,['Other']
why i cant screen shoot ?,1,2025-07-20,CBE,Google Play,en,NEGATIVE,0.9865542650222778,['User Interface']
Really excellent,5,2025-07-19,CBE,Google Play,en,POSITIVE,0.9998646974563599,['Other']
nice apk,5,2025-07-19,CBE,Google Play,other,POSITIVE,0.9998088479042053,['Other']
it is good up to now but it needs update today,5,2025-07-18,CBE,Google Play,en,NEGATIVE,0.9715504050254822,['Other']
አውርድ,5,2025-07-18,CBE,Google Play,am,POSITIVE,0.3085778057575226,['Other']
okay,5,2025-07-18,CBE,Google Play,other,POSITIVE,0.9997709393501282,['Other']
very aazing,5,2025-07-18,CBE,Google Play,other,NEGATIVE,0.9990257024765015,['Other']
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,Google Play,am,NEGATIVE,0.3416828513145447,['App Performance']
simple to use and amazing,5,2025-07-17,CBE,Google Play,other,POSITIVE,0.9998869895935059,['Other']
Best app ever,5,2025-07-17,CBE,Google Play,other,POSITIVE,0.9997491240501404,['Other']
this app good,4,2025-07-17,CBE,Google Play,en,POSITIVE,0.9998284578323364,['Other']
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17,CBE,Google Play,en,POSITIVE,0.9998654127120972,['App Performance']
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16,CBE,Google Play,en,NEGATIVE,0.9996721744537354,"['User Interface', 'Customer Support']"
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,CBE,Google Play,en,NEGATIVE,0.9992318153381348,['Transaction Issues']
chala bodena,2,2025-07-15,CBE,Google Play,other,NEGATIVE,0.8392058610916138,['Other']
ebc app not work or unable to connect server,1,2025-07-15,CBE,Google Play,en,NEGATIVE,0.9996393918991089,['Other']
i love this app,5,2025-07-14,CBE,Google Play,en,POSITIVE,0.9998608827590942,['Other']
"excellent application, user friendly...nice one",5,2025-07-14,CBE,Google Play,en,POSITIVE,0.9998477697372437,['Other']
Okay 👍,5,2025-07-13,CBE,Google Play,other,POSITIVE,0.998088538646698,['Other']
why can't I transfer money to telebirr?,4,2025-07-12,CBE,Google Play,en,NEGATIVE,0.9988917708396912,"['Transaction Issues', 'Fees & Charges']"
CBE Mobile Banking make us our life easier.,5,2025-07-12,CBE,Google Play,en,POSITIVE,0.994941771030426,['Other']
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,Google Play,en,NEGATIVE,0.990739107131958,['Transaction Issues']
"it's a nice app""and buy to pay then simple for money transaction 10Q CBE.",5,2025-07-11,CBE,Google Play,en,POSITIVE,0.9889894127845764,"['Transaction Issues', 'Fees & Charges']"
"amzing app, so 10Q",5,2025-07-11,CBE,Google Play,other,NEGATIVE,0.9919998645782471,['Other']
"The CBE MB app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and USSD.",2,2025-07-11,CBE,Google Play,en,NEGATIVE,0.9959859251976013,['Other']
It is user friendly.,4,2025-07-10,CBE,Google Play,en,POSITIVE,0.9897856712341309,['Other']
Application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,CBE,Google Play,en,NEGATIVE,0.97027188539505,['Other']
option app mobile banking,5,2025-07-09,CBE,Google Play,en,POSITIVE,0.8521426320075989,['Other']
very poor and even not sho the balance and transaction history,1,2025-07-07,CBE,Google Play,en,NEGATIVE,0.9995904564857483,['Transaction Issues']
እሽ,5,2025-07-07,CBE,Google Play,am,NEUTRAL,0.0,['Other']
this is very good app but what is bucket override i don't get,4,2025-07-06,CBE,Google Play,en,NEGATIVE,0.976749837398529,['Other']
The best of mobile banking in Ethiopia 🇪🇹,5,2025-07-06,CBE,Google Play,en,POSITIVE,0.9998003840446472,['Other']
"it's just a basic app, you could do a lot better I couldn't see my 2 months statement even",1,2025-07-06,CBE,Google Play,en,NEGATIVE,0.9993597865104675,['Other']
don't work,1,2025-07-05,CBE,Google Play,other,NEGATIVE,0.9997063279151917,['Other']
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,CBE,Google Play,am,POSITIVE,0.4453674852848053,['Other']
nice !,4,2025-07-05,CBE,Google Play,other,POSITIVE,0.999863862991333,['Other']
Samsung s05 have no government utility payment options Please fix on the next update,1,2025-07-05,CBE,Google Play,en,NEGATIVE,0.9979221224784851,['Fees & Charges']
v.good,5,2025-07-04,CBE,Google Play,other,POSITIVE,0.994877278804779,['Other']
"It is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",4,2025-07-04,CBE,Google Play,en,NEGATIVE,0.9958800077438354,['Other']
it's good app.,5,2025-07-03,CBE,Google Play,en,POSITIVE,0.9998677968978882,['Other']
good jop,5,2025-11-27,BOA,Google Play,other,POSITIVE,0.9998409748077393,['Other']
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play,en,NEGATIVE,0.9998053908348083,['Other']
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play,en,NEGATIVE,0.9997656941413879,"['App Performance', 'User Interface']"
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play,am,POSITIVE,0.37613287568092346,['Other']
most of the time is not working properly,1,2025-11-25,BOA,Google Play,en,NEGATIVE,0.9997636675834656,['App Performance']
good service,5,2025-11-25,BOA,Google Play,other,POSITIVE,0.9998499155044556,['Customer Support']
not use for me,3,2025-11-23,BOA,Google Play,other,NEGATIVE,0.9953739047050476,['Other']
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play,en,NEGATIVE,0.9968326687812805,['User Interface']
waw,5,2025-11-21,BOA,Google Play,other,NEGATIVE,0.7346174120903015,['Other']
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play,en,NEGATIVE,0.9983174800872803,['App Performance']
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play,en,NEGATIVE,0.999693751335144,['Other']
it is a good app,5,2025-11-18,BOA,Google Play,en,POSITIVE,0.9998643398284912,['Other']
it is not working at all,1,2025-11-15,BOA,Google Play,en,NEGATIVE,0.9997811913490295,['App Performance']
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play,en,POSITIVE,0.8251604437828064,['Other']
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,Google Play,en,NEGATIVE,0.9952510595321655,['Other']
fast and simple,5,2025-11-11,BOA,Google Play,en,POSITIVE,0.9997392296791077,['App Performance']
best of best,5,2025-11-10,BOA,Google Play,en,POSITIVE,0.9997496008872986,['Other']
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,Google Play,other,NEGATIVE,0.9993888139724731,['Other']
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play,en,NEGATIVE,0.9947029948234558,"['App Performance', 'Fees & Charges']"
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,Google Play,en,NEGATIVE,0.8848863244056702,"['App Performance', 'User Interface']"
"Barely works, it always fails to connect",1,2025-11-07,BOA,Google Play,en,NEGATIVE,0.9997532963752747,['Other']
my fav app,5,2025-11-07,BOA,Google Play,other,POSITIVE,0.9846561551094055,['Other']
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play,en,NEGATIVE,0.9977949857711792,['Other']
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,en,NEGATIVE,0.9985816478729248,['Other']
I like,5,2025-11-02,BOA,Google Play,other,POSITIVE,0.9998149275779724,['Other']
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play,am,POSITIVE,0.46990281343460083,['App Performance']
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play,en,NEGATIVE,0.9083429574966431,['App Performance']
"the worst app ever,",1,2025-10-30,BOA,Google Play,en,NEGATIVE,0.9997932314872742,['Other']
better,5,2025-10-29,BOA,Google Play,other,POSITIVE,0.999264657497406,['Other']
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,Google Play,en,NEGATIVE,0.99928218126297,['App Performance']
this app can't open? what is problem? please solve my problem?,1,2025-10-28,BOA,Google Play,en,NEGATIVE,0.9996218681335449,['Other']
kiyaa makonn,5,2025-10-27,BOA,Google Play,other,POSITIVE,0.7175918221473694,['Other']
very very lazy app,1,2025-10-26,BOA,Google Play,en,NEGATIVE,0.9996856451034546,['Other']
telebirr remittance,5,2025-10-24,BOA,Google Play,other,NEGATIVE,0.979961097240448,['Other']
The best bank in 🇪🇹,5,2025-10-23,BOA,Google Play,en,POSITIVE,0.9998179078102112,['Other']
its good,5,2025-10-22,BOA,Google Play,en,POSITIVE,0.9998385906219482,['Other']
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play,en,NEGATIVE,0.9997914433479309,['Other']
good for mb appliciation,5,2025-10-21,BOA,Google Play,en,POSITIVE,0.9943337440490723,['Other']
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play,en,NEGATIVE,0.9997623562812805,['App Performance']
try to easy network,4,2025-10-17,BOA,Google Play,en,NEGATIVE,0.9987332224845886,['Other']
hussen hassen umer,5,2025-10-16,BOA,Google Play,other,POSITIVE,0.8681216835975647,['Other']
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,Google Play,en,NEGATIVE,0.9988431930541992,"['User Interface', 'App Performance']"
an exceptional banking app.,5,2025-10-16,BOA,Google Play,en,POSITIVE,0.9997233748435974,['Other']
alhamdulilah,5,2025-10-11,BOA,Google Play,other,POSITIVE,0.8558262586593628,['Other']
poor,5,2025-10-11,BOA,Google Play,other,NEGATIVE,0.9997912049293518,['Other']
Best of best,5,2025-10-09,BOA,Google Play,en,POSITIVE,0.9997496008872986,['Other']
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,Google Play,en,NEGATIVE,0.9996919631958008,['App Performance']
It's always crushing,1,2025-10-08,BOA,Google Play,en,NEGATIVE,0.9993805885314941,['Other']
office branches have to improve their services please,4,2025-10-07,BOA,Google Play,en,POSITIVE,0.6649651527404785,['Customer Support']
♥️♥️,5,2025-10-05,BOA,Google Play,unknown,POSITIVE,0.9437573552131653,['Other']
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,Google Play,en,NEGATIVE,0.9988381266593933,"['App Performance', 'Transaction Issues']"
it needs a timely update,5,2025-10-03,BOA,Google Play,en,NEGATIVE,0.9983032941818237,['Other']
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play,en,NEGATIVE,0.9997054934501648,"['Transaction Issues', 'Fees & Charges']"
I can't type my otp on it.,1,2025-10-01,BOA,Google Play,en,NEGATIVE,0.9990899562835693,['Other']
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play,en,NEGATIVE,0.9977109432220459,"['App Performance', 'Customer Support']"
jaajja,4,2025-09-30,BOA,Google Play,other,NEGATIVE,0.9872855544090271,['Other']
I love this bank the best experience ever.,5,2025-09-28,BOA,Google Play,en,POSITIVE,0.9998602867126465,['Other']
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play,en,NEGATIVE,0.9997023940086365,['Other']
easy and fast,5,2025-09-24,BOA,Google Play,en,POSITIVE,0.9995583891868591,['App Performance']
mobile banking,5,2025-09-19,BOA,Google Play,other,POSITIVE,0.9076533913612366,['Other']
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play,en,NEGATIVE,0.9918755292892456,['Other']
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play,en,NEGATIVE,0.9964402318000793,"['App Performance', 'Transaction Issues']"
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play,en,NEGATIVE,0.9995414018630981,['App Performance']
none,5,2025-09-14,BOA,Google Play,other,NEGATIVE,0.985345721244812,['Other']
very good app i ever used,5,2025-09-12,BOA,Google Play,en,POSITIVE,0.9998385906219482,['Other']
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play,en,NEGATIVE,0.9979867935180664,['Transaction Issues']
zedo,5,2025-09-11,BOA,Google Play,other,POSITIVE,0.994045615196228,['Other']
please open my mobile app,5,2025-09-10,BOA,Google Play,en,POSITIVE,0.9873003363609314,['Other']
it doesn't open,1,2025-09-10,BOA,Google Play,other,NEGATIVE,0.9997527003288269,['Other']
Very Good,5,2025-09-09,BOA,Google Play,other,POSITIVE,0.9998520612716675,['Other']
masha alla,5,2025-09-08,BOA,Google Play,other,NEGATIVE,0.9514625668525696,['Other']
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,Google Play,en,POSITIVE,0.9996905326843262,['Transaction Issues']
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play,other,NEGATIVE,0.5818163156509399,['Other']
tamaam kamal,1,2025-09-04,BOA,Google Play,other,POSITIVE,0.9918873906135559,['Other']
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play,am,POSITIVE,0.34280773997306824,['Other']
great 👍,5,2025-09-02,BOA,Google Play,other,POSITIVE,0.9997692704200745,['Other']
goof,4,2025-09-01,BOA,Google Play,other,NEGATIVE,0.9975278973579407,['Other']
absiniya banki,5,2025-08-29,BOA,Google Play,other,NEGATIVE,0.9083040952682495,['Other']
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play,en,NEGATIVE,0.9996929168701172,['Other']
One of the best in this business,5,2025-08-25,BOA,Google Play,en,POSITIVE,0.9998694658279419,['Other']
besat🥰,5,2025-08-19,BOA,Google Play,other,NEGATIVE,0.6970565915107727,['Other']
unlimited experience,5,2025-08-18,BOA,Google Play,other,POSITIVE,0.9997161030769348,['Other']
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play,en,NEGATIVE,0.9991239905357361,"['Fees & Charges', 'App Performance']"
