review,rating,date,bank,source
v.good app,5,2025-09-01 12:55:18,CBE,Google Play
Nice,4,2025-08-31 17:28:41,CBE,Google Play
sahib amin jamal,1,2025-08-30 23:26:53,CBE,Google Play
installi,5,2025-08-30 23:20:04,CBE,Google Play
good,5,2025-08-30 16:13:41,CBE,Google Play
very good apps,5,2025-08-30 15:46:50,CBE,Google Play
👍👍👍👍,1,2025-08-30 11:26:21,CBE,Google Play
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30 05:30:02,CBE,Google Play
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29 21:06:10,CBE,Google Play
tinishu titiba,5,2025-08-29 18:42:12,CBE,Google Play
"essy to use ,has great interface and user-friendly g",5,2025-08-29 16:03:47,CBE,Google Play
Yuuuuu,5,2025-08-29 09:17:46,CBE,Google Play
I found it very much friendly,5,2025-08-29 09:17:23,CBE,Google Play
"Very useful app, while we use CBE.",5,2025-08-28 16:54:51,CBE,Google Play
woooow,5,2025-08-28 15:52:45,CBE,Google Play
Redmi,1,2025-08-28 10:54:19,CBE,Google Play
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28 10:52:41,CBE,Google Play
kamil aweil,5,2025-08-28 05:25:00,CBE,Google Play
nice,3,2025-08-28 03:50:14,CBE,Google Play
In your next update can you come with night mode future,5,2025-08-27 22:45:17,CBE,Google Play
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27 19:43:57,CBE,Google Play
mayreba app you its better if you use other banks,1,2025-08-27 12:54:04,CBE,Google Play
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27 12:17:03,CBE,Google Play
good app,5,2025-08-27 09:46:25,CBE,Google Play
let us know before you shut down the app,4,2025-08-27 07:18:40,CBE,Google Play
excited,5,2025-08-27 06:15:35,CBE,Google Play
amizing,5,2025-08-26 20:34:24,CBE,Google Play
love it,5,2025-08-26 14:40:03,CBE,Google Play
yes it is v good,5,2025-08-26 13:38:59,CBE,Google Play
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26 11:02:10,CBE,Google Play
this app is smart.,5,2025-08-26 09:48:49,CBE,Google Play
I am happy,5,2025-08-26 08:42:43,CBE,Google Play
good,5,2025-08-26 05:55:23,CBE,Google Play
Still I have not face critical problems sometimes delay to open,4,2025-08-25 23:18:39,CBE,Google Play
excellent,5,2025-08-25 23:13:19,CBE,Google Play
ጤና ከድረ,5,2025-08-25 20:19:27,CBE,Google Play
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25 19:45:17,CBE,Google Play
I have forgotten mobail banking password,5,2025-08-25 19:08:03,CBE,Google Play
nice app,5,2025-08-25 11:22:01,CBE,Google Play
Thank you,5,2025-08-25 09:10:49,CBE,Google Play
muktaar Abraahim,5,2025-08-25 06:55:32,CBE,Google Play
🤞Good One,5,2025-08-24 18:33:35,CBE,Google Play
why does it say change pin to 6 digits is that right?,4,2025-08-24 18:21:44,CBE,Google Play
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24 15:18:38,CBE,Google Play
i like it and aprshat.,4,2025-08-23 21:43:55,CBE,Google Play
good,4,2025-08-23 12:54:32,CBE,Google Play
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23 12:30:48,CBE,Google Play
best app and easy to use,5,2025-08-23 12:28:14,CBE,Google Play
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23 12:16:14,CBE,Google Play
List of transactions can't load over months and years..,1,2025-08-23 11:46:27,CBE,Google Play
transferring money to telebirr is not working,1,2025-08-23 10:34:07,CBE,Google Play
I don't Like this app and there service fee is highl,5,2025-08-23 10:27:06,CBE,Google Play
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23 07:25:32,CBE,Google Play
good,5,2025-08-23 07:07:48,CBE,Google Play
this application do not show over all transaction history,3,2025-08-23 06:51:14,CBE,Google Play
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23 05:15:48,CBE,Google Play
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23 01:30:08,CBE,Google Play
best and secured application,5,2025-08-23 01:23:26,CBE,Google Play
This application is excellent .,5,2025-08-22 21:19:50,CBE,Google Play
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22 21:19:37,CBE,Google Play
very good,5,2025-08-22 21:00:06,CBE,Google Play
Thise App is Great,5,2025-08-22 19:39:46,CBE,Google Play
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22 18:55:38,CBE,Google Play
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22 18:54:42,CBE,Google Play
👍,5,2025-08-22 18:03:08,CBE,Google Play
it is good app,5,2025-08-22 17:44:53,CBE,Google Play
very good,5,2025-08-22 17:30:50,CBE,Google Play
good and always try to make new updats 🙏👍,5,2025-08-22 17:05:42,CBE,Google Play
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22 16:40:53,CBE,Google Play
i don' want,5,2025-08-22 16:38:05,CBE,Google Play
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22 11:53:34,CBE,Google Play
one of the best,5,2025-08-22 05:00:25,CBE,Google Play
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21 21:03:16,CBE,Google Play
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21 20:15:05,CBE,Google Play
good,5,2025-08-21 19:52:18,CBE,Google Play
not bad apk,1,2025-08-21 19:01:47,CBE,Google Play
ok,5,2025-08-21 15:07:01,CBE,Google Play
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21 10:35:59,CBE,Google Play
best mobile banking App that have seen .,5,2025-08-21 10:03:07,CBE,Google Play
It's very helpful apps,5,2025-08-21 04:19:28,CBE,Google Play
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21 01:58:55,CBE,Google Play
"Unable to connect, pls. Improve the system",5,2025-08-20 21:57:02,CBE,Google Play
well app,5,2025-08-20 20:41:41,CBE,Google Play
"Smart service But, your service charge is too high",5,2025-08-20 18:31:20,CBE,Google Play
perfect 👌 keep,5,2025-08-20 17:45:52,CBE,Google Play
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20 16:10:14,CBE,Google Play
ok,5,2025-08-20 15:57:14,CBE,Google Play
nice app,5,2025-08-20 15:16:37,CBE,Google Play
excellent plus,5,2025-08-20 15:09:31,CBE,Google Play
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20 14:47:34,CBE,Google Play
so disappointing :((,1,2025-08-20 14:05:19,CBE,Google Play
what nice app i never usedyet,4,2025-08-20 13:57:10,CBE,Google Play
Excellent,5,2025-08-20 11:58:40,CBE,Google Play
ke gizew ga emihed astemamagn metegberya,1,2025-08-20 06:52:19,CBE,Google Play
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20 06:51:02,CBE,Google Play
Send money for some account but don't reserved Ball,5,2025-08-20 00:10:52,CBE,Google Play
very good🙏🙏,5,2025-08-19 20:01:09,CBE,Google Play
good,1,2025-08-19 19:31:54,CBE,Google Play
good,5,2025-08-19 17:23:49,CBE,Google Play
I recognized thank you,5,2025-08-19 16:44:00,CBE,Google Play
Best feature!!,5,2025-08-19 14:32:21,CBE,Google Play
the saved account totally removed ..why????????,1,2025-08-19 10:11:17,CBE,Google Play
good bank Ethiopian very nic,5,2025-08-18 22:35:20,CBE,Google Play
this good app but screenshot must enable,4,2025-08-18 19:04:39,CBE,Google Play
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18 17:36:31,CBE,Google Play
Good,4,2025-08-18 15:44:11,CBE,Google Play
Best app,5,2025-08-18 15:23:58,CBE,Google Play
change mobile banking CBE,5,2025-08-18 11:27:34,CBE,Google Play
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18 10:13:42,CBE,Google Play
Adisi Deti,5,2025-08-17 16:09:05,CBE,Google Play
good,5,2025-08-17 10:59:51,CBE,Google Play
this app is the good apps,5,2025-08-17 08:57:22,CBE,Google Play
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15 17:40:33,CBE,Google Play
congra ethio,5,2025-08-15 17:09:17,CBE,Google Play
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15 08:39:21,CBE,Google Play
nice,3,2025-08-14 21:21:42,CBE,Google Play
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14 13:35:19,CBE,Google Play
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14 00:28:26,CBE,Google Play
this APK Best for most of people,5,2025-08-13 15:23:19,CBE,Google Play
good keep it up,5,2025-08-13 10:11:39,CBE,Google Play
very nice app,5,2025-08-12 20:51:22,CBE,Google Play
Most of the time either the app or *889# don't work,2,2025-08-12 20:40:12,CBE,Google Play
cbe. noor,2,2025-08-12 19:55:05,CBE,Google Play
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12 19:47:45,CBE,Google Play
nice,5,2025-08-12 18:39:29,CBE,Google Play
በጣም አሪፍ ነው በርቱልን,5,2025-08-12 16:17:30,CBE,Google Play
this is so good,5,2025-08-11 21:06:25,CBE,Google Play
very good,5,2025-08-11 11:02:55,CBE,Google Play
❤❤❤❤❤😂,5,2025-08-10 06:25:58,CBE,Google Play
Very interesting 🤔,5,2025-08-09 23:25:44,CBE,Google Play
very good app 👍👍👍 time saving and more accurate,5,2025-08-09 22:47:36,CBE,Google Play
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09 15:14:51,CBE,Google Play
very bad app,1,2025-08-09 14:47:02,CBE,Google Play
good 👍,5,2025-08-09 14:43:47,CBE,Google Play
good,5,2025-08-09 08:13:51,CBE,Google Play
very nice app,5,2025-08-09 07:42:00,CBE,Google Play
good app,5,2025-08-09 07:40:50,CBE,Google Play
it is the best transferring AP,5,2025-08-08 17:34:33,CBE,Google Play
it's good but add some more please,3,2025-08-08 15:04:07,CBE,Google Play
best servis app,4,2025-08-07 21:42:02,CBE,Google Play
very useful to use it from any where in the world !,5,2025-08-07 21:38:54,CBE,Google Play
ok,5,2025-08-07 21:33:05,CBE,Google Play
it very good but why block the screen shoot,5,2025-08-07 19:17:03,CBE,Google Play
Good app,5,2025-08-07 18:38:17,CBE,Google Play
"the most disgusting app,",1,2025-08-07 08:58:35,CBE,Google Play
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07 07:00:36,CBE,Google Play
👍,5,2025-08-07 04:33:26,CBE,Google Play
good app,4,2025-08-06 09:52:46,CBE,Google Play
"unexpected anomalies, unreliable as fintec app",2,2025-08-05 19:17:00,CBE,Google Play
best one,5,2025-08-05 10:51:03,CBE,Google Play
awesome,5,2025-08-05 05:17:45,CBE,Google Play
so good,5,2025-08-04 18:31:09,CBE,Google Play
worst experience,1,2025-08-04 17:38:19,CBE,Google Play
The 1st one is CBE,5,2025-08-04 17:21:22,CBE,Google Play
excellent,5,2025-08-04 17:09:46,CBE,Google Play
nice,5,2025-08-04 16:47:35,CBE,Google Play
ok,1,2025-08-04 16:13:39,CBE,Google Play
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04 15:55:08,CBE,Google Play
CBE,5,2025-08-04 15:34:19,CBE,Google Play
it's good app,5,2025-08-04 15:18:01,CBE,Google Play
ok,5,2025-08-04 14:32:36,CBE,Google Play
Nise,5,2025-08-04 12:56:21,CBE,Google Play
commercial Bank 🏦,5,2025-08-04 08:31:46,CBE,Google Play
goood werk,5,2025-08-03 16:16:33,CBE,Google Play
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03 15:42:48,CBE,Google Play
good,5,2025-08-03 15:23:20,CBE,Google Play
the best application for ours,5,2025-08-03 06:08:21,CBE,Google Play
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03 05:45:45,CBE,Google Play
screenshot problem must be fixed!!,4,2025-08-02 22:52:05,CBE,Google Play
it's very nice app,5,2025-08-02 22:43:29,CBE,Google Play
Very easy to use,5,2025-08-02 21:19:27,CBE,Google Play
best and fast,5,2025-08-02 08:47:26,CBE,Google Play
The best one ever i've seen.,5,2025-08-01 20:07:52,CBE,Google Play
በጣም ጥሩ,5,2025-08-01 17:27:51,CBE,Google Play
👍👍👍,5,2025-08-01 11:13:20,CBE,Google Play
very good,5,2025-08-01 09:18:16,CBE,Google Play
The sum is good.,5,2025-08-01 07:10:21,CBE,Google Play
good,5,2025-07-31 22:10:45,CBE,Google Play
thank you,5,2025-07-30 19:03:31,CBE,Google Play
it is good,5,2025-07-30 14:56:57,CBE,Google Play
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30 02:40:21,CBE,Google Play
how updated this app,5,2025-07-30 01:27:48,CBE,Google Play
yase,5,2025-07-29 23:06:05,CBE,Google Play
"ok ,",5,2025-07-29 12:48:38,CBE,Google Play
good,5,2025-07-29 08:22:32,CBE,Google Play
Time is Gold,5,2025-07-28 15:38:11,CBE,Google Play
good,5,2025-07-28 15:32:30,CBE,Google Play
this app is so amazing a use it every time when I make payments,5,2025-07-27 10:59:06,CBE,Google Play
Mobeli.bank,5,2025-07-26 23:07:18,CBE,Google Play
best,5,2025-07-26 17:35:32,CBE,Google Play
best app,5,2025-07-26 09:38:16,CBE,Google Play
thanks CBE,5,2025-07-25 22:08:36,CBE,Google Play
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25 21:52:06,CBE,Google Play
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25 21:36:25,CBE,Google Play
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25 20:18:32,CBE,Google Play
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25 17:18:43,CBE,Google Play
wow,5,2025-07-25 08:06:20,CBE,Google Play
excellent,5,2025-07-25 04:49:17,CBE,Google Play
great,5,2025-07-24 16:56:03,CBE,Google Play
Great,5,2025-07-24 14:34:30,CBE,Google Play
there is many thing u have to fix.,1,2025-07-24 13:28:32,CBE,Google Play
Excellent App,4,2025-07-24 12:26:37,CBE,Google Play
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24 06:58:27,CBE,Google Play
Best app,5,2025-07-23 11:54:10,CBE,Google Play
very good,5,2025-07-22 13:30:18,CBE,Google Play
good,5,2025-07-21 21:56:07,CBE,Google Play
በጣምጥሩ,4,2025-07-21 13:43:18,CBE,Google Play
"good job, but we need to see more transaction history.",4,2025-07-21 12:07:53,CBE,Google Play
best app,5,2025-07-21 07:59:33,CBE,Google Play
excellent,5,2025-07-20 23:34:46,CBE,Google Play
full of restrictions,1,2025-07-20 19:04:29,CBE,Google Play
The best one,5,2025-07-20 17:37:37,CBE,Google Play
very good,5,2025-07-20 17:17:58,CBE,Google Play
nice apps,5,2025-07-20 16:37:01,CBE,Google Play
why i cant screen shoot ?,1,2025-07-20 13:21:54,CBE,Google Play
Really excellent,5,2025-07-19 17:54:51,CBE,Google Play
excellent,5,2025-07-19 11:22:21,CBE,Google Play
nice apk,5,2025-07-19 03:40:46,CBE,Google Play
it is good up to now but it needs update today,5,2025-07-18 16:54:28,CBE,Google Play
አውርድ,5,2025-07-18 16:51:42,CBE,Google Play
okay,5,2025-07-18 16:07:59,CBE,Google Play
very aazing,5,2025-07-18 14:13:31,CBE,Google Play
wow,5,2025-07-18 01:01:06,CBE,Google Play
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17 15:22:53,CBE,Google Play
simple to use and amazing,5,2025-07-17 10:16:28,CBE,Google Play
Best app ever,5,2025-07-17 10:08:56,CBE,Google Play
this app good,4,2025-07-17 10:06:06,CBE,Google Play
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17 01:46:57,CBE,Google Play
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16 19:26:27,CBE,Google Play
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16 12:07:55,CBE,Google Play
chala bodena,2,2025-07-15 13:10:29,CBE,Google Play
ebc app not work or unable to connect server,1,2025-07-15 05:39:41,CBE,Google Play
i love this app,5,2025-07-14 19:12:22,CBE,Google Play
"excellent application, user friendly...nice one",5,2025-07-14 07:52:52,CBE,Google Play
Okay 👍,5,2025-07-13 19:17:39,CBE,Google Play
why can't I transfer money to telebirr?,4,2025-07-12 13:33:59,CBE,Google Play
CBE Mobile Banking make us our life easier.,5,2025-07-12 10:30:16,CBE,Google Play
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12 07:27:15,CBE,Google Play
"it's a nice app""and buy to pay then simple for money transaction 10Q CBE.",5,2025-07-11 16:07:50,CBE,Google Play
"amzing app, so 10Q",5,2025-07-11 10:58:26,CBE,Google Play
"The CBE MB app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and USSD.",2,2025-07-11 03:43:40,CBE,Google Play
It is user friendly.,4,2025-07-10 23:45:02,CBE,Google Play
Application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10 11:15:45,CBE,Google Play
ok,5,2025-07-09 22:45:51,CBE,Google Play
option app mobile banking,5,2025-07-09 17:15:40,CBE,Google Play
ok,5,2025-07-08 09:25:21,CBE,Google Play
very poor and even not sho the balance and transaction history,1,2025-07-07 14:24:11,CBE,Google Play
እሽ,5,2025-07-07 08:29:25,CBE,Google Play
Good app,5,2025-07-07 03:00:45,CBE,Google Play
best,5,2025-07-06 19:38:54,CBE,Google Play
this is very good app but what is bucket override i don't get,4,2025-07-06 18:31:00,CBE,Google Play
The best of mobile banking in Ethiopia 🇪🇹,5,2025-07-06 16:46:23,CBE,Google Play
"it's just a basic app, you could do a lot better I couldn't see my 2 months statement even",1,2025-07-06 14:29:00,CBE,Google Play
don't work,1,2025-07-05 19:47:01,CBE,Google Play
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05 14:01:46,CBE,Google Play
good,5,2025-07-05 12:40:16,CBE,Google Play
nice !,4,2025-07-05 10:22:43,CBE,Google Play
Samsung s05 have no government utility payment options Please fix on the next update,1,2025-07-05 09:50:05,CBE,Google Play
v.good,5,2025-07-04 22:36:48,CBE,Google Play
"It is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",4,2025-07-04 08:08:29,CBE,Google Play
it's good app.,5,2025-07-03 15:58:59,CBE,Google Play
good jop,5,2025-11-27 11:19:25,BOA,Google Play
ok,5,2025-11-27 10:46:01,BOA,Google Play
bad exprience...it is so crushed,1,2025-11-27 09:41:15,BOA,Google Play
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26 20:52:50,BOA,Google Play
ምንም የማይ ሰራ,1,2025-11-26 11:08:10,BOA,Google Play
very good,5,2025-11-25 11:15:43,BOA,Google Play
most of the time is not working properly,1,2025-11-25 06:23:20,BOA,Google Play
good service,5,2025-11-25 00:10:24,BOA,Google Play
not use for me,3,2025-11-23 16:23:59,BOA,Google Play
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22 12:21:32,BOA,Google Play
waw,5,2025-11-21 04:49:18,BOA,Google Play
the lag is unbelievable when you need it the most this suks,1,2025-11-19 11:04:40,BOA,Google Play
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18 18:28:03,BOA,Google Play
it is a good app,5,2025-11-18 07:47:47,BOA,Google Play
it is not working at all,1,2025-11-15 18:42:13,BOA,Google Play
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15 17:29:15,BOA,Google Play
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13 07:57:58,BOA,Google Play
fast and simple,5,2025-11-11 01:23:24,BOA,Google Play
best of best,5,2025-11-10 17:25:19,BOA,Google Play
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10 17:03:40,BOA,Google Play
good,4,2025-11-10 12:46:34,BOA,Google Play
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08 11:11:33,BOA,Google Play
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08 10:18:43,BOA,Google Play
best app,5,2025-11-08 09:40:22,BOA,Google Play
Best app,5,2025-11-07 19:15:06,BOA,Google Play
"Barely works, it always fails to connect",1,2025-11-07 14:33:56,BOA,Google Play
my fav app,5,2025-11-07 06:04:39,BOA,Google Play
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05 10:22:49,BOA,Google Play
very nice,5,2025-11-04 15:21:49,BOA,Google Play
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04 13:26:13,BOA,Google Play
I like,5,2025-11-02 14:36:02,BOA,Google Play
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01 12:12:12,BOA,Google Play
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30 20:18:43,BOA,Google Play
"the worst app ever,",1,2025-10-30 19:09:22,BOA,Google Play
better,5,2025-10-29 12:51:14,BOA,Google Play
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28 18:07:21,BOA,Google Play
this app can't open? what is problem? please solve my problem?,1,2025-10-28 00:44:21,BOA,Google Play
kiyaa makonn,5,2025-10-27 20:28:55,BOA,Google Play
very very lazy app,1,2025-10-26 21:12:22,BOA,Google Play
telebirr remittance,5,2025-10-24 15:04:33,BOA,Google Play
The best bank in 🇪🇹,5,2025-10-23 19:01:50,BOA,Google Play
its good,5,2025-10-22 18:14:24,BOA,Google Play
the worst app in my financial experience.,1,2025-10-22 12:13:16,BOA,Google Play
good for mb appliciation,5,2025-10-21 16:22:18,BOA,Google Play
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20 16:36:14,BOA,Google Play
try to easy network,4,2025-10-17 14:56:04,BOA,Google Play
hussen hassen umer,5,2025-10-16 19:05:56,BOA,Google Play
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16 10:53:31,BOA,Google Play
an exceptional banking app.,5,2025-10-16 08:51:09,BOA,Google Play
alhamdulilah,5,2025-10-11 08:38:31,BOA,Google Play
poor,5,2025-10-11 05:59:58,BOA,Google Play
Best of best,5,2025-10-09 08:31:41,BOA,Google Play
from the last week updates the app is not working Please check the problems,1,2025-10-08 19:21:32,BOA,Google Play
It's always crushing,1,2025-10-08 09:28:55,BOA,Google Play
office branches have to improve their services please,4,2025-10-07 06:22:58,BOA,Google Play
♥️♥️,5,2025-10-05 19:45:56,BOA,Google Play
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05 18:04:02,BOA,Google Play
it needs a timely update,5,2025-10-03 08:39:36,BOA,Google Play
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01 21:45:17,BOA,Google Play
Like,5,2025-10-01 21:10:29,BOA,Google Play
I can't type my otp on it.,1,2025-10-01 17:42:50,BOA,Google Play
